Cebpe,Cenpa,Creb5,Dach1,Ebf1,Egr1,Ets1,Fos,Fosb,Gata1,Gata2,Gata3,Gfi1,Gfi1b,Hlf,Hmga2,Hmgb2,Hmgb3,Ikzf2,Irf7,Irf8,Klf1,Klf12,Klf2,Klf6,Mecom,Mef2c,Meis1,Myb,Myc,Mycn,Nfe2,Nfia,Nkx2-3,Pbx1,Pgr,Plek,Pou2f2,Rora,Satb1,Spi1,Tox,Tsc22d1,Zbtb20,Zfhx3,Zfp36l1,Zfp467,Zfp532,Zfp608,Zfpm1
0.0,0.0017486904444627034,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00085521174109051,0.0,0.0,0.0,0.0,0.0,0.003204781174024552,0.0,0.0,0.0,9.806661527759011e-5,0.0,-0.0,0.0,0.0,0.0,0.0004368916864201898,0.0,0.0015340079603233733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014717927413698748,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.00022042589122869827,0.0,0.0,0.009163855838128385,0.0,0.0006998497560515675,0.0,0.0036398153782921973,0.0037701480577989298,0.007446904858767138,0.005790935964401472,0.0034480475653191033,0.0,0.012581174461114748,0.0009763456029915213,0.0,0.01905022754252052,0.008994219353542953,0.005122847862549559,0.0012590321139965312,0.00026613116084213753,0.004370211462197595,0.0,0.00014150698629128433,0.006275052023584322,9.67806407824838e-5,0.008529748610270112,0.005338468762558741,0.041438736956064134,0.010096201277309206,0.0030569110163699703,0.0029720126411041,0.00409234115360638,0.0004554051800637546,0.0019647320394558312,0.0,0.004911419109620976,0.0026361975474361206,0.0,0.0002577883834271946,0.016184222944778264,0.00017430984293924714,0.010328861343093507,0.004352508792695917,0.0022188443617852417,0.009338968462714984,0.00020973642990002386,0.0,0.0021184761899833947,0.005584422012047938
-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
0.0,0.005619628604160071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010403550732014655,0.0011049187221570146,0.0,0.0,0.0011659257139110153,0.0,0.0,0.013364330389285115,0.00017829231799456127,8.823619993609394e-5,0.0,0.00036487760552474796,0.0,0.0,0.0,0.0,0.0,0.0017236529869384329,0.0028437821001732998,0.016786816240552328,0.004199386932754682,0.0,0.0,0.0016034831177776827,0.0,0.0,0.0,0.0002332672619953513,0.0,0.0,0.0003060390590161194,0.0041030124833368285,0.0,0.0,0.0,0.0,0.003947446765936214,0.0,0.0,0.0,0.002228531363489855
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017098351733011233,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,8.282266779237324e-5,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
0.0,0.0007420958988783796,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029244188627579326,0.0,0.0,0.010672102045253314,0.0,0.00015077824744164428,0.0,0.0,0.0,0.0,0.00012417310138246318,0.0,0.0,0.005058441237362921,0.0,0.01348455476235751,0.002627233110228503,0.0,0.0,0.00018398148683405544,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0009997722192650223,-0.0,0.0,0.0,-0.0,0.0007895769265464682,0.0,-0.0,0.0,0.0007370852922987531
0.0,0.00031592437342355464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013567742021531774,7.699712830460531e-5,0.0,0.0,0.0009761297491376053,0.0,0.0,0.005455347477812653,0.0,0.0009873172715448818,0.0,0.0,0.0,0.0,0.0,0.00012818517415013816,0.0,0.0006155311421713397,0.00021126115438451984,0.0042992929749472095,9.576883317327645e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010047040420239108,0.0004305199035922781,0.001294385877608356,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0008173643737218877
0.0,0.00213409519520261,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011508669309279879,0.0004745637508087354,0.0,0.0,0.0006056807602953136,0.0,0.0,0.00802037987720499,0.00021152518295828107,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.002392809457811791,0.0017929215897720396,0.008048036892347753,0.0025888140270261956,0.0,0.0,0.00045693450219257137,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.004418782014438467,0.0,0.0,0.0,0.0,0.0035280449970907027,0.0,-0.0,0.0,0.0009285068222318164
0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00782326810735252,0.00026404040809236903,0.0007570807494690843,0.0,0.0,0.0,0.0,0.0,0.0001303065179771752,0.0,5.1200534230147476e-5,0.0,0.014880681822624985,0.001247058522762936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018969342287288617,-0.0,0.0,0.0,0.0,0.002709751599851328,0.0,0.0,0.0,0.0014958144944546836
0.000545853068424855,0.006030037862938788,0.0,0.0005806069260341565,0.0,0.0,0.001188999282973533,0.00036241978455586396,0.0,0.0,0.0038635922524836337,0.0,0.0009454117905894725,0.006272994225322563,0.004068260254022602,0.0,0.023343895768467505,0.0011279810522168837,0.00011546650633327549,0.0,0.00011453628211127026,0.0024351249484604945,0.0,0.0,0.00010924361292044549,0.0,0.002760872285879002,0.0,0.012011486770284397,0.010066361835196484,0.0003472447023147862,0.00018268854697014308,0.0009201113768183382,0.0,0.0,0.0,0.00016283616351087798,0.00018413131434186214,0.0,0.001079282935595987,0.012754806052414473,0.0,0.00017147647996822862,0.0,0.0,0.004684284037287236,0.00017222049564985867,0.0,0.001088407274513814,0.004011073479372414
