Cebpe,Cenpa,Creb5,Dach1,Ebf1,Egr1,Ets1,Fos,Fosb,Gata1,Gata2,Gata3,Gfi1,Gfi1b,Hlf,Hmga2,Hmgb2,Hmgb3,Ikzf2,Irf7,Irf8,Klf1,Klf12,Klf2,Klf6,Mecom,Mef2c,Meis1,Myb,Myc,Mycn,Nfe2,Nfia,Nkx2-3,Pbx1,Pgr,Plek,Pou2f2,Rora,Satb1,Spi1,Tox,Tsc22d1,Zbtb20,Zfhx3,Zfp36l1,Zfp467,Zfp532,Zfp608,Zfpm1
0.0,0.001066523868256064,-0.0,0.0010513527691861889,0.0,0.0,0.0,0.0,-0.0,0.0,0.00024169812652255832,0.0,0.0,0.0,0.0,0.0,0.003077578085007155,0.0,0.0,0.0,0.0019096170929188,0.0,-0.0,0.00015493379296021084,0.0,0.0,0.0006525972212007118,0.00013340530381792531,0.001137475872678373,0.00029253493321001675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013738835252191384,0.0003137739520831656,0.0,0.0012839600037528355,0.0,0.0,0.0,0.0,0.0,0.0,0.0004076804804544025
0.0,0.0,0.0,0.0037688454146450542,0.0,0.00032234367811722134,0.00025384633703462445,0.0011544767014105145,0.0002139335311629048,0.000937699764282398,0.0015002625966748125,0.0003752489621672017,0.0006790600984870124,0.0016329213615140538,0.0011102177930858333,0.0006595662925566181,0.017227044540651926,0.0018700785921711705,0.0014399230296564675,0.00023092773297147054,0.005179523152325661,0.0003823454897844067,0.0,0.0006955038128305842,0.0013987986146568668,0.0,0.0031733252838255024,0.0036595130819047535,0.007887691407582522,0.006413628170050704,0.0012121714524982487,0.0010894737254236592,0.0009967242873427339,0.0004526947586743976,0.001590355718660296,0.0,0.001647576199833984,0.0033693749483530606,0.0,0.004596868566369459,0.005406957269622658,0.0003920484235728598,0.003426153075809634,0.0033727304938335374,0.00038551123811429375,0.0006183901277388333,0.0,0.0,0.0033953941594761887,0.001978219311147996
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0015499259142164427,0.0,0.0007099809913152649,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.00010275680557648992,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.001166660739927796,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
0.0,0.003932168236829469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014018241024330719,0.0,0.0,0.0,0.01518249523926243,0.0,0.005849598691922975,0.0010079504233453211,0.0,0.0,0.005320152589844567,-0.0,0.0,0.0,0.0,0.0,0.0006418885491594577,0.0,0.005765837462351254,0.0025559065957744195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000815824337102429,0.0,0.01168503094779878,0.00044014856630567034,0.0,0.0,0.000287229590648419,0.0,0.0,0.0,0.0,0.0,0.0007663194892468597
-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.001537273701216469,0.0,0.0024624681280381797,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.00032986387296310427,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.00022262478320607404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0004861815252311906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007173259971653481,-0.0,0.005291404249231045,0.0,0.0,0.0,0.0010905338535310595,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0014879328956585447,0.0007407709005463614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008248703198597794,0.0,0.0,0.0001049583870595984,0.0005499669731170616,-0.0,0.0,0.0,0.0,0.0005023318240416214,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019188553315535248,0.0,0.0,0.0,0.0,0.00042677487219245497,0.0,0.011162200756352828,0.0,0.0,0.0,0.0007093715346771223,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0012456501765871104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0021948377363768257,0.0005820096932301552,0.0,0.00020984561436428878,0.00012285626666319951,0.0,0.0,0.0,-0.0,0.0,0.0
0.0,0.0003698876776862918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.00099366814619117,0.0,0.009976807962360095,0.0,0.0,0.0,0.0005463647748807678,-0.0,0.0,0.0,0.00120267975107307,0.0,0.0,0.0,0.002404403033308515,0.0034423768344147565,0.0,0.0,0.0007210301173713636,0.0,0.0,0.0,-0.0,0.00027385496021943567,0.0,0.00023797685579105,0.001600149144378768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015199743288702924,-0.0,0.003154588327041078,0.0,0.0,0.0,0.0,-0.0,0.0,0.0006581434540523373,0.0,0.0,0.0,0.0,0.002309485590958494,0.0011438663698588904,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0004936862261059605,6.654043975075005e-5,0.0,0.0007084874403579938,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.0,0.001007089290714528,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017621529423945854,0.0,0.0,0.0,0.0010638633950537484,0.0,0.0027124483461435124,0.0023460460170905244,0.0,0.0,0.0007781990398971379,0.0013146541585791864,-0.0,0.0,0.0,0.0,0.0,0.0,0.0010721001079928467,0.0005228624098927818,0.0,0.0,0.00048467124307786935,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0009211963866919276,0.0007572377581555774,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.00043794425927313335
